area_type,location,Area,bath,balcony,price,bhk,area_per_bhk
Super built-up  Area,Bisuvanahalli,1075.0,2.0,2.0,90.0,3,358.3333333333333
Super built-up  Area,Kasavanhalli,1200.0,2.0,2.0,78.0,2,600.0
Super built-up  Area,Sarjapur  Road,1233.0,2.0,2.0,77.65,2,616.5
Super built-up  Area,Bannerghatta Road,1255.0,2.0,2.0,65.26,2,627.5
Super built-up  Area,Sarjapur  Road,1525.0,2.0,2.0,60.0,3,508.3333333333333
Super built-up  Area,Tumkur Road,1240.0,2.0,2.0,84.0,3,413.3333333333333
Super built-up  Area,Subramanyapura,1245.0,2.0,2.0,68.0,3,415.0
Super built-up  Area,Hosa Road,1104.0,2.0,2.0,36.43,2,552.0
Super built-up  Area,Bisuvanahalli,1075.0,2.0,2.0,35.99,3,358.3333333333333
Super built-up  Area,Whitefield,1155.0,2.0,2.0,60.0,2,577.5
Super built-up  Area,other,1520.0,2.0,2.0,62.0,2,760.0
Super built-up  Area,Harlur,1290.0,2.0,2.0,85.0,2,645.0
Super built-up  Area,Malleshwaram,900.0,2.0,2.0,95.0,2,450.0
Super built-up  Area,Hennur Road,987.0,2.0,2.0,49.0,2,493.5
Super built-up  Area,Old Madras Road,1720.0,3.0,3.0,100.0,3,573.3333333333334
Super built-up  Area,Hebbal,1040.0,2.0,2.0,50.0,2,520.0
Built-up  Area,Raja Rajeshwari Nagar,1030.0,2.0,2.0,50.0,2,515.0
Super built-up  Area,other,1850.0,3.0,3.0,168.0,3,616.6666666666666
Super built-up  Area,7th Phase JP Nagar,1270.0,2.0,2.0,83.0,2,635.0
Super built-up  Area,Domlur,1050.0,2.0,2.0,85.0,2,525.0
Super built-up  Area,other,946.0,2.0,2.0,38.0,2,473.0
Built-up  Area,CV Raman Nagar,1726.0,3.0,3.0,145.0,3,575.3333333333334
Super built-up  Area,Vittasandra,1404.0,2.0,2.0,75.0,2,702.0
Super built-up  Area,Kengeri,1025.0,2.0,2.0,57.0,2,512.5
Super built-up  Area,other,1040.0,2.0,2.0,46.0,2,520.0
Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.0,2,655.0
Super built-up  Area,Uttarahalli,1788.0,3.0,3.0,98.34,3,596.0
Super built-up  Area,Raja Rajeshwari Nagar,1144.0,2.0,2.0,38.55,2,572.0
Super built-up  Area,Kasavanhalli,1646.0,3.0,3.0,79.5,3,548.6666666666666
Super built-up  Area,Iblur Village,1995.0,3.0,3.0,135.0,3,665.0
Super built-up  Area,Hosakerehalli,1085.0,2.0,2.0,47.74,2,542.5
Super built-up  Area,Budigere,1139.0,2.0,2.0,56.8,2,569.5
Super built-up  Area,other,1767.0,3.0,3.0,98.0,3,589.0
Super built-up  Area,Bellandur,1692.0,3.0,3.0,88.0,3,564.0
Super built-up  Area,Uttarahalli,1345.0,2.0,2.0,57.0,3,448.3333333333333
Super built-up  Area,other,1100.0,2.0,2.0,60.0,2,550.0
Super built-up  Area,Gollarapalya Hosahalli,1408.0,3.0,3.0,62.0,3,469.3333333333333
Super built-up  Area,Thigalarapalya,2072.0,4.0,4.0,150.0,3,690.6666666666666
Super built-up  Area,Malleshwaram,1420.0,2.0,2.0,158.0,2,710.0
Super built-up  Area,Hosa Road,1063.0,2.0,2.0,31.9,2,531.5
Super built-up  Area,other,1760.0,3.0,3.0,145.0,3,586.6666666666666
Super built-up  Area,Whitefield,2010.0,3.0,3.0,92.0,3,670.0
Super built-up  Area,Kanakpura Road,1480.0,2.0,2.0,64.23,3,493.3333333333333
Super built-up  Area,other,1100.0,2.0,2.0,52.0,2,550.0
Super built-up  Area,Harlur,1752.12,3.0,3.0,116.0,3,584.04
Super built-up  Area,Balagere,790.5,1.0,1.0,41.9,1,790.5
Built-up  Area,other,1942.0,3.0,3.0,102.0,3,647.3333333333334
Built-up  Area,other,1000.0,2.0,2.0,53.0,2,500.0
Super built-up  Area,Yeshwanthpur,668.0,1.0,1.0,36.85,1,668.0
Super built-up  Area,Thanisandra,1800.0,3.0,3.0,90.0,3,600.0
Super built-up  Area,Yelahanka,1036.0,2.0,2.0,39.35,2,518.0
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,105.0,3,527.6666666666666
Super built-up  Area,Padmanabhanagar,1100.0,2.0,2.0,65.0,2,550.0
Super built-up  Area,Vittasandra,1246.0,2.0,2.0,65.0,2,623.0
Super built-up  Area,Dodda Nekkundi,850.0,2.0,2.0,28.0,2,425.0
Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.51,2,598.0
Super built-up  Area,Thanisandra,1697.0,3.0,3.0,114.0,3,565.6666666666666
Super built-up  Area,other,1022.0,2.0,2.0,52.0,2,511.0
Super built-up  Area,Kammasandra,1018.0,2.0,2.0,23.45,2,509.0
Super built-up  Area,Bharathi Nagar,1322.0,2.0,2.0,68.0,2,661.0
Plot  Area,other,1800.0,4.0,4.0,145.0,4,450.0
Super built-up  Area,Whitefield,1635.0,2.0,2.0,85.0,3,545.0
Super built-up  Area,other,1533.0,3.0,3.0,85.0,3,511.0
Super built-up  Area,Akshaya Nagar,1720.0,3.0,3.0,134.0,3,573.3333333333334
Super built-up  Area,Yeshwanthpur,1185.0,2.0,2.0,75.84,2,592.5
Super built-up  Area,Electronic City Phase II,1031.0,2.0,2.0,56.35,2,515.5
Super built-up  Area,Hennur,1259.0,2.0,2.0,57.0,2,629.5
Built-up  Area,Raja Rajeshwari Nagar,1570.0,3.0,3.0,88.0,3,523.3333333333334
Built-up  Area,Bisuvanahalli,1075.0,2.0,2.0,36.0,3,358.3333333333333
Super built-up  Area,Whitefield,1216.0,2.0,2.0,79.0,2,608.0
Super built-up  Area,Sarjapur  Road,1428.0,2.0,2.0,66.0,3,476.0
Super built-up  Area,other,1475.0,3.0,3.0,70.0,3,491.6666666666667
Super built-up  Area,Hennur Road,1804.0,3.0,3.0,102.0,3,601.3333333333334
Super built-up  Area,Begur Road,1260.0,2.0,2.0,46.62,2,630.0
Built-up  Area,Hennur Road,2160.0,3.0,3.0,160.0,3,720.0
Super built-up  Area,Yelahanka,1300.0,2.0,2.0,65.0,2,650.0
Super built-up  Area,other,605.0,1.0,1.0,29.0,1,605.0
Super built-up  Area,Bhoganhalli,1444.0,2.0,2.0,75.97,2,722.0
Super built-up  Area,Bisuvanahalli,845.0,2.0,2.0,29.0,2,422.5
Super built-up  Area,Kanakpura Road,700.0,2.0,2.0,35.0,2,350.0
Super built-up  Area,Kaggadasapura,1625.0,3.0,3.0,55.0,3,541.6666666666666
Super built-up  Area,other,1452.55,2.0,2.0,110.0,2,726.275
Super built-up  Area,Budigere,1139.0,2.0,2.0,56.85,2,569.5
Super built-up  Area,Kanakpura Road,1660.0,3.0,3.0,75.0,3,553.3333333333334
Super built-up  Area,other,1170.0,2.0,2.0,105.0,2,585.0
Super built-up  Area,Somasundara Palya,1448.0,2.0,2.0,68.0,2,724.0
Super built-up  Area,Kadugodi,1762.0,3.0,3.0,110.0,3,587.3333333333334
Super built-up  Area,Kaggadasapura,1105.0,2.0,2.0,38.65,2,552.5
Super built-up  Area,Yelahanka,1825.0,3.0,3.0,105.0,3,608.3333333333334
Super built-up  Area,Thanisandra,1185.0,2.0,2.0,43.0,2,592.5
Built-up  Area,Electronic City Phase II,1320.0,2.0,2.0,38.12,3,440.0
Super built-up  Area,Hulimavu,1058.0,2.0,2.0,48.0,2,529.0
Super built-up  Area,Old Madras Road,1200.0,2.0,2.0,72.0,2,600.0
Super built-up  Area,Bannerghatta Road,1550.0,3.0,3.0,78.0,3,516.6666666666666
Super built-up  Area,Jalahalli,1045.0,2.0,2.0,76.77,2,522.5
Super built-up  Area,Kanakapura,1290.0,2.0,2.0,45.15,3,430.0
Super built-up  Area,Hoodi,1400.0,2.0,2.0,78.0,2,700.0
Super built-up  Area,Sarjapur  Road,1680.0,3.0,3.0,112.0,3,560.0
Super built-up  Area,Begur Road,1634.0,3.0,3.0,83.33,3,544.6666666666666
Super built-up  Area,Prithvi Layout,1352.0,2.0,2.0,85.0,2,676.0
Super built-up  Area,Balagere,1145.0,2.0,2.0,65.0,2,572.5
Super built-up  Area,Raja Rajeshwari Nagar,1168.0,2.0,2.0,61.0,2,584.0
Super built-up  Area,Electronic City Phase II,1205.0,2.0,2.0,75.0,2,602.5
Super built-up  Area,Yeshwanthpur,1195.0,2.0,2.0,100.0,2,597.5
Super built-up  Area,other,1550.0,2.0,2.0,90.0,3,516.6666666666666
Super built-up  Area,Yelahanka,1603.0,3.0,3.0,96.0,3,534.3333333333334
Built-up  Area,other,1405.0,2.0,2.0,77.0,3,468.3333333333333
Super built-up  Area,KR Puram,1142.0,2.0,2.0,51.0,2,571.0
Super built-up  Area,Whitefield,1870.0,3.0,3.0,90.0,3,623.3333333333334
Super built-up  Area,Subramanyapura,1313.0,2.0,2.0,73.0,2,656.5
Built-up  Area,other,1945.0,3.0,3.0,120.0,3,648.3333333333334
Super built-up  Area,Thanisandra,1573.0,3.0,3.0,95.0,3,524.3333333333334
Super built-up  Area,Sarjapur  Road,1255.0,2.0,2.0,92.0,2,627.5
Super built-up  Area,Sarjapur  Road,1380.0,2.0,2.0,52.0,3,460.0
Super built-up  Area,Uttarahalli,1279.0,2.0,2.0,48.0,2,639.5
Super built-up  Area,Uttarahalli,1845.0,2.0,2.0,68.27,3,615.0
Super built-up  Area,other,1360.0,2.0,2.0,59.27,3,453.3333333333333
Super built-up  Area,Whitefield,1260.0,2.0,2.0,49.5,2,630.0
Built-up  Area,Dasanapura,965.0,2.0,2.0,42.5,2,482.5
Built-up  Area,Hoodi,1350.0,2.0,2.0,48.0,3,450.0
Super built-up  Area,Bhoganhalli,1447.0,2.0,2.0,75.97,2,723.5
Super built-up  Area,Gottigere,1153.0,2.0,2.0,48.5,2,576.5
Super built-up  Area,other,1065.0,2.0,2.0,50.0,2,532.5
Built-up  Area,other,1030.0,2.0,2.0,61.0,2,515.0
Super built-up  Area,Begur Road,1410.0,2.0,2.0,44.42,3,470.0
Super built-up  Area,Varthur,1055.0,2.0,2.0,45.35,2,527.5
Super built-up  Area,Yelahanka,1304.0,2.0,2.0,79.0,2,652.0
Built-up  Area,Kammasandra,990.0,2.0,2.0,31.5,2,495.0
Super built-up  Area,Tumkur Road,700.0,1.0,1.0,30.09,1,700.0
Super built-up  Area,Haralur Road,1300.0,2.0,2.0,73.0,2,650.0
Super built-up  Area,Tumkur Road,1239.0,2.0,2.0,82.0,2,619.5
Super built-up  Area,Hosa Road,1365.0,2.0,2.0,92.0,2,682.5
Super built-up  Area,other,1165.0,2.0,2.0,135.0,2,582.5
Super built-up  Area,Green Glen Layout,1776.42,3.0,3.0,105.0,3,592.14
Super built-up  Area,other,1107.0,2.0,2.0,33.0,2,553.5
Super built-up  Area,other,1520.0,3.0,3.0,80.0,3,506.6666666666667
Super built-up  Area,Kannamangala,1536.0,3.0,3.0,89.0,3,512.0
Super built-up  Area,other,1050.0,2.0,2.0,38.0,2,525.0
Super built-up  Area,Hoodi,1850.0,3.0,3.0,146.0,3,616.6666666666666
Super built-up  Area,Billekahalli,1112.0,2.0,2.0,62.0,2,556.0
Super built-up  Area,7th Phase JP Nagar,1250.0,3.0,3.0,65.0,3,416.6666666666667
Super built-up  Area,Kalena Agrahara,1187.0,2.0,2.0,52.0,2,593.5
Super built-up  Area,Electronic City Phase II,1395.0,2.0,2.0,62.78,3,465.0
Super built-up  Area,other,2072.0,3.0,3.0,108.0,3,690.6666666666666
Super built-up  Area,Kanakpura Road,1450.0,3.0,3.0,60.91,3,483.3333333333333
Super built-up  Area,Bannerghatta Road,1550.0,3.0,3.0,82.0,3,516.6666666666666
Super built-up  Area,other,1210.0,2.0,2.0,72.0,2,605.0
Super built-up  Area,Bisuvanahalli,1075.0,2.0,2.0,47.0,3,358.3333333333333
Built-up  Area,Kaggadasapura,1470.0,2.0,2.0,75.0,3,490.0
Built-up  Area,Hosur Road,1590.0,2.0,2.0,125.0,3,530.0
Super built-up  Area,Kanakpura Road,1050.0,2.0,2.0,36.75,2,525.0
Super built-up  Area,Raja Rajeshwari Nagar,1306.0,2.0,2.0,55.91,2,653.0
Super built-up  Area,Ramagondanahalli,1215.0,2.0,2.0,51.26,2,607.5
Built-up  Area,Budigere,1920.0,2.0,2.0,88.0,3,640.0
Super built-up  Area,Hoodi,1196.0,2.0,2.0,71.74,2,598.0
Super built-up  Area,Bannerghatta Road,1550.0,2.0,2.0,75.0,3,516.6666666666666
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,101.0,2,709.0
Built-up  Area,KR Puram,1115.0,2.0,2.0,33.45,2,557.5
Super built-up  Area,other,1170.0,2.0,2.0,68.0,2,585.0
Super built-up  Area,other,1035.0,2.0,2.0,38.3,2,517.5
Super built-up  Area,Kengeri,750.0,2.0,2.0,22.0,2,375.0
Super built-up  Area,Thanisandra,1917.0,3.0,3.0,122.0,3,639.0
Super built-up  Area,Kaggadasapura,1615.0,3.0,3.0,58.0,3,538.3333333333334
Super built-up  Area,Koramangala,1325.0,2.0,2.0,119.0,2,662.5
Super built-up  Area,Tumkur Road,1246.0,2.0,2.0,82.0,2,623.0
Built-up  Area,Sarjapur,1215.0,2.0,2.0,40.0,2,607.5
Super built-up  Area,Munnekollal,1200.0,2.0,2.0,49.5,2,600.0
Super built-up  Area,other,1200.0,2.0,2.0,60.0,2,600.0
Super built-up  Area,Hormavu,1175.0,2.0,2.0,52.0,2,587.5
Super built-up  Area,Whitefield,920.0,2.0,2.0,63.0,2,460.0
Built-up  Area,other,955.0,1.0,1.0,34.01,2,477.5
Super built-up  Area,Uttarahalli,1425.0,2.0,2.0,64.0,3,475.0
Super built-up  Area,Kaggadasapura,1050.0,2.0,2.0,48.0,2,525.0
Super built-up  Area,other,1370.0,2.0,2.0,75.0,3,456.6666666666667
Super built-up  Area,Electronic City,1374.0,2.0,2.0,72.0,3,458.0
Super built-up  Area,Harlur,1754.0,3.0,3.0,124.0,3,584.6666666666666
Super built-up  Area,Kothanur,1847.0,3.0,3.0,110.0,3,615.6666666666666
Super built-up  Area,Ambedkar Nagar,1850.0,4.0,4.0,139.0,3,616.6666666666666
Super built-up  Area,other,1187.0,2.0,2.0,45.0,2,593.5
Super built-up  Area,Thanisandra,693.0,1.0,1.0,34.3,1,693.0
Super built-up  Area,KR Puram,1021.0,2.0,2.0,48.0,2,510.5
Super built-up  Area,Thigalarapalya,1165.0,2.0,2.0,95.0,2,582.5
Super built-up  Area,Horamavu Agara,1756.0,3.0,3.0,92.0,3,585.3333333333334
Super built-up  Area,Bharathi Nagar,1739.0,3.0,3.0,105.0,3,579.6666666666666
Super built-up  Area,Varthur,1280.0,2.0,2.0,65.0,2,640.0
Super built-up  Area,Munnekollal,950.0,2.0,2.0,46.5,2,475.0
Super built-up  Area,Devanahalli,1080.0,2.0,2.0,53.35,2,540.0
Super built-up  Area,other,1100.0,2.0,2.0,55.0,2,550.0
Super built-up  Area,Sarjapur  Road,1311.0,2.0,2.0,78.0,2,655.5
Super built-up  Area,Raja Rajeshwari Nagar,1608.0,3.0,3.0,67.98,3,536.0
Super built-up  Area,Whitefield,1170.0,2.0,2.0,71.0,2,585.0
Super built-up  Area,Neeladri Nagar,674.0,1.0,1.0,21.0,1,674.0
Super built-up  Area,Ramagondanahalli,2257.0,4.0,4.0,157.0,3,752.3333333333334
Super built-up  Area,Raja Rajeshwari Nagar,1530.0,3.0,3.0,51.87,3,510.0
Super built-up  Area,Raja Rajeshwari Nagar,1575.0,2.0,2.0,78.0,3,525.0
Super built-up  Area,Rajiv Nagar,1263.0,2.0,2.0,93.32,2,631.5
Super built-up  Area,KR Puram,1559.0,3.0,3.0,69.315,3,519.6666666666666
Super built-up  Area,Kengeri Satellite Town,1043.0,2.0,2.0,65.0,2,521.5
Super built-up  Area,Hennur,1255.0,2.0,2.0,53.5,2,627.5
Super built-up  Area,JP Nagar,1352.5,2.0,2.0,93.865,2,676.25
Super built-up  Area,Chandapura,590.0,1.0,1.0,13.57,1,590.0
Plot  Area,Yelahanka,1550.0,3.0,3.0,120.0,3,516.6666666666666
Super built-up  Area,other,1900.0,3.0,3.0,160.0,3,633.3333333333334
Super built-up  Area,8th Phase JP Nagar,1455.0,3.0,3.0,73.31,3,485.0
Built-up  Area,KR Puram,1035.0,2.0,2.0,40.5,2,517.5
Super built-up  Area,Bellandur,1299.0,2.0,2.0,82.0,2,649.5
Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,52.5,2,525.0
Built-up  Area,BTM 2nd Stage,1850.0,3.0,3.0,170.0,3,616.6666666666666
Built-up  Area,other,1025.0,2.0,2.0,37.0,3,341.6666666666667
Built-up  Area,Malleshwaram,1124.0,3.0,3.0,80.0,2,562.0
Super built-up  Area,Balagere,1012.0,2.0,2.0,54.59,2,506.0
Super built-up  Area,8th Phase JP Nagar,871.0,2.0,2.0,55.0,2,435.5
Built-up  Area,other,1020.0,2.0,2.0,40.0,2,510.0
Super built-up  Area,Rachenahalli,1550.0,3.0,3.0,73.5,3,516.6666666666666
Super built-up  Area,Akshaya Nagar,1410.0,2.0,2.0,80.0,3,470.0
Super built-up  Area,Whitefield,1118.0,2.0,2.0,75.0,2,559.0
Super built-up  Area,Thanisandra,1098.0,2.0,2.0,68.0,2,549.0
Super built-up  Area,Sarjapur  Road,1145.0,2.0,2.0,75.0,2,572.5
Super built-up  Area,other,1051.0,2.0,2.0,33.0,2,525.5
Super built-up  Area,Jalahalli,1478.0,2.0,2.0,125.0,2,739.0
Carpet  Area,Hebbal,823.0,2.0,2.0,50.63,2,411.5
Super built-up  Area,Budigere,1991.0,4.0,4.0,100.0,3,663.6666666666666
Super built-up  Area,Gubbalala,1745.0,3.0,3.0,115.0,3,581.6666666666666
Super built-up  Area,5th Phase JP Nagar,1450.0,2.0,2.0,58.0,2,725.0
Super built-up  Area,Kaggadasapura,1132.0,2.0,2.0,42.0,2,566.0
Super built-up  Area,Hulimavu,1375.0,2.0,2.0,80.0,2,687.5
Super built-up  Area,Thanisandra,760.0,1.0,1.0,50.3,1,760.0
Super built-up  Area,Jigani,918.0,2.0,2.0,45.0,2,459.0
Super built-up  Area,Ardendale,1728.0,3.0,3.0,95.0,3,576.0
Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2,600.0
Super built-up  Area,6th Phase JP Nagar,1280.0,2.0,2.0,56.0,2,640.0
Super built-up  Area,other,1455.0,2.0,2.0,56.0,3,485.0
Super built-up  Area,other,440.0,1.0,1.0,28.0,1,440.0
Plot  Area,Kanakpura Road,1500.0,3.0,3.0,97.0,3,500.0
Super built-up  Area,Whitefield,1800.0,3.0,3.0,110.0,3,600.0
Super built-up  Area,Old Madras Road,1225.0,2.0,2.0,53.55,2,612.5
Super built-up  Area,Bannerghatta Road,1650.0,3.0,3.0,122.0,3,550.0
Built-up  Area,Electronic City,880.0,2.0,2.0,18.0,3,293.3333333333333
Super built-up  Area,9th Phase JP Nagar,1005.0,2.0,2.0,42.0,2,502.5
Super built-up  Area,Whitefield,1562.0,3.0,3.0,103.0,3,520.6666666666666
Super built-up  Area,Whitefield,1190.0,2.0,2.0,67.0,2,595.0
Built-up  Area,other,1070.0,2.0,2.0,50.0,2,535.0
Super built-up  Area,other,1020.0,2.0,2.0,42.48,2,510.0
Super built-up  Area,other,1300.0,2.0,2.0,49.0,3,433.3333333333333
Super built-up  Area,Hebbal,1420.0,2.0,2.0,123.0,2,710.0
Carpet  Area,Hebbal,1069.0,3.0,3.0,65.4,3,356.3333333333333
Super built-up  Area,Marathahalli,1900.0,3.0,3.0,123.0,3,633.3333333333334
Super built-up  Area,Old Airport Road,1655.0,2.0,2.0,97.65,2,827.5
Super built-up  Area,Uttarahalli,1155.0,2.0,2.0,40.42,2,577.5
Built-up  Area,Sarjapur  Road,1300.0,2.0,2.0,70.0,3,433.3333333333333
Super built-up  Area,Electronic City,1100.0,2.0,2.0,45.0,2,550.0
Super built-up  Area,Doddathoguru,1030.0,2.0,2.0,42.0,2,515.0
Super built-up  Area,Vittasandra,2105.0,2.0,2.0,70.2,2,1052.5
Built-up  Area,Bhoganhalli,1700.0,3.0,3.0,126.0,3,566.6666666666666
Super built-up  Area,Jakkur,1760.0,3.0,3.0,139.0,3,586.6666666666666
Built-up  Area,Bannerghatta Road,912.0,2.0,2.0,55.0,2,456.0
Super built-up  Area,other,1535.0,3.0,3.0,55.0,3,511.6666666666667
Super built-up  Area,Jigani,918.0,2.0,2.0,63.2,2,459.0
Super built-up  Area,Begur Road,1500.0,2.0,2.0,70.0,3,500.0
Super built-up  Area,Kasavanhalli,1476.0,3.0,3.0,89.0,3,492.0
Super built-up  Area,Vijayanagar,606.0,1.0,1.0,34.78,1,606.0
Built-up  Area,Neeladri Nagar,527.0,1.0,1.0,26.0,1,527.0
Super built-up  Area,other,1300.0,2.0,2.0,80.0,2,650.0
Built-up  Area,Koramangala,1140.0,2.0,2.0,75.2,2,570.0
Super built-up  Area,Sarjapur  Road,1725.0,3.0,3.0,90.0,3,575.0
Super built-up  Area,Hennur Road,1186.0,2.0,2.0,63.0,3,395.3333333333333
Super built-up  Area,Kanakpura Road,1230.0,2.0,2.0,85.0,2,615.0
Super built-up  Area,Binny Pete,660.0,1.0,1.0,54.0,1,660.0
Super built-up  Area,other,1036.0,2.0,2.0,105.0,2,518.0
Super built-up  Area,Old Madras Road,1100.0,2.0,2.0,70.0,2,550.0
Built-up  Area,Electronics City Phase 1,1015.0,2.0,2.0,56.0,2,507.5
Super built-up  Area,Nehru Nagar,2167.0,3.0,3.0,170.0,3,722.3333333333334
Super built-up  Area,other,1165.0,2.0,2.0,75.0,2,582.5
Super built-up  Area,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2,637.0
Super built-up  Area,Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.02,2,575.5
Super built-up  Area,Thubarahalli,1626.0,2.0,2.0,120.0,3,542.0
Built-up  Area,Raja Rajeshwari Nagar,1570.0,2.0,2.0,65.0,3,523.3333333333334
Super built-up  Area,other,780.0,2.0,2.0,25.0,2,390.0
Super built-up  Area,Haralur Road,1850.0,3.0,3.0,110.0,3,616.6666666666666
Built-up  Area,Kereguddadahalli,904.0,2.0,2.0,30.0,2,452.0
Super built-up  Area,other,1121.0,2.0,2.0,43.72,2,560.5
Super built-up  Area,7th Phase JP Nagar,1385.0,2.0,2.0,58.17,3,461.6666666666667
Super built-up  Area,Sahakara Nagar,1270.0,2.0,2.0,69.85,2,635.0
Super built-up  Area,Kanakpura Road,1450.0,3.0,3.0,56.0,3,483.3333333333333
Super built-up  Area,Raja Rajeshwari Nagar,1580.0,3.0,3.0,53.56,3,526.6666666666666
Super built-up  Area,Thanisandra,1111.0,2.0,2.0,50.0,2,555.5
Super built-up  Area,Varthur,977.0,2.0,2.0,36.0,2,488.5
Super built-up  Area,Jakkur,1290.0,2.0,2.0,100.0,2,645.0
Super built-up  Area,Abbigere,795.0,2.0,2.0,32.54,2,397.5
Super built-up  Area,Kanakpura Road,700.0,1.0,1.0,35.0,2,350.0
Built-up  Area,other,1463.0,1.0,1.0,142.0,2,731.5
Plot  Area,Bommenahalli,1670.0,3.0,3.0,135.0,4,417.5
Plot  Area,other,1200.0,3.0,3.0,90.0,3,400.0
Super built-up  Area,Hoskote,1225.0,3.0,3.0,40.0,3,408.3333333333333
Super built-up  Area,Thanisandra,1185.5,2.0,2.0,58.68,2,592.75
Super built-up  Area,Bellandur,900.0,2.0,2.0,56.0,2,450.0
Super built-up  Area,Binny Pete,1350.0,2.0,2.0,91.0,2,675.0
Super built-up  Area,Kaggalipura,700.0,1.0,1.0,36.0,1,700.0
Super built-up  Area,Mysore Road,1005.0,2.0,2.0,35.175,2,502.5
Super built-up  Area,Hennur Road,1680.0,3.0,3.0,99.27,3,560.0
Carpet  Area,other,1043.0,2.0,2.0,55.0,2,521.5
Super built-up  Area,Hebbal,1040.0,2.0,2.0,46.0,2,520.0
Super built-up  Area,other,1357.0,2.0,2.0,65.0,3,452.3333333333333
Super built-up  Area,Doddathoguru,1549.0,3.0,3.0,65.0,3,516.3333333333334
Super built-up  Area,Yeshwanthpur,1400.0,2.0,2.0,100.0,2,700.0
Super built-up  Area,Dodda Nekkundi,1080.0,2.0,2.0,50.0,2,540.0
Built-up  Area,other,1180.0,2.0,2.0,100.0,2,590.0
Super built-up  Area,Domlur,1800.0,3.0,3.0,150.0,3,600.0
Super built-up  Area,Abbigere,1005.0,2.0,2.0,39.59,2,502.5
Super built-up  Area,Whitefield,1320.0,2.0,2.0,95.0,2,660.0
Super built-up  Area,Kudlu Gate,1707.0,2.6926096474673513,2.6926096474673513,99.745,3,569.0
Super built-up  Area,other,1110.0,2.0,2.0,51.0,2,555.0
Super built-up  Area,Electronic City,1128.0,2.0,2.0,65.35,2,564.0
Super built-up  Area,Jakkur,1452.19,2.0,2.0,100.0,2,726.095
Built-up  Area,other,960.0,2.0,2.0,32.0,2,480.0
Built-up  Area,Whitefield,735.0,2.0,2.0,35.0,2,367.5
Super built-up  Area,Hebbal,1420.0,2.0,2.0,99.39,2,710.0
Super built-up  Area,Bisuvanahalli,850.0,1.0,1.0,32.0,2,425.0
Super built-up  Area,7th Phase JP Nagar,1575.0,2.0,2.0,110.0,3,525.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,104.0,2,709.0
Super built-up  Area,Hennur Road,1065.0,2.0,2.0,42.6,2,532.5
Built-up  Area,Electronic City Phase II,1160.0,2.0,2.0,33.5,2,580.0
Super built-up  Area,Kudlu,1092.0,2.0,2.0,44.0,2,546.0
Super built-up  Area,Yelahanka,1455.0,3.0,3.0,61.5,3,485.0
Super built-up  Area,Abbigere,734.0,1.0,1.0,19.82,1,734.0
Built-up  Area,other,799.0,2.0,2.0,38.0,2,399.5
Super built-up  Area,Ardendale,1100.0,2.0,2.0,48.0,2,550.0
Super built-up  Area,8th Phase JP Nagar,1098.0,2.0,2.0,43.91,2,549.0
Super built-up  Area,other,1460.0,3.0,3.0,88.0,3,486.6666666666667
Super built-up  Area,Varthur,1091.0,2.0,2.0,32.0,2,545.5
Super built-up  Area,Yelahanka,1180.0,2.0,2.0,42.0,2,590.0
Super built-up  Area,Kanakpura Road,1366.0,3.0,3.0,76.85,2,683.0
Super built-up  Area,other,1685.0,3.0,3.0,95.0,3,561.6666666666666
Built-up  Area,Koramangala,1260.0,2.0,2.0,100.0,2,630.0
Super built-up  Area,Whitefield,1346.0,2.0,2.0,96.17,2,673.0
Super built-up  Area,Chandapura,630.0,1.0,1.0,13.86,1,630.0
Super built-up  Area,Sarjapur  Road,1476.0,2.6926096474673513,2.6926096474673513,98.94,3,492.0
Super built-up  Area,7th Phase JP Nagar,1850.0,3.0,3.0,140.0,3,616.6666666666666
Super built-up  Area,Electronic City,755.0,1.0,1.0,34.0,2,377.5
Super built-up  Area,other,1194.0,2.0,2.0,46.0,2,597.0
Super built-up  Area,Vijayanagar,1352.0,2.0,2.0,68.0,2,676.0
Super built-up  Area,Thanisandra,2002.0,3.0,3.0,112.0,3,667.3333333333334
Built-up  Area,other,1060.0,2.0,2.0,45.0,2,530.0
Super built-up  Area,Kanakpura Road,1419.59,2.0,2.0,59.0,3,473.19666666666666
Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.15,2,598.0
Super built-up  Area,Electronics City Phase 1,1595.0,3.0,3.0,75.0,3,531.6666666666666
Super built-up  Area,Banashankari,1260.0,2.0,2.0,75.0,2,630.0
Super built-up  Area,Frazer Town,1550.0,2.0,2.0,140.0,2,775.0
Built-up  Area,Akshaya Nagar,1662.0,3.0,3.0,85.0,3,554.0
Super built-up  Area,Ambedkar Nagar,1862.0,3.0,3.0,119.0,3,620.6666666666666
